"동별(1)",동별(2),동별(3),2020,2020,2020,2020,2020,2020,2020,2020,2020
"동별(1)",동별(2),동별(3),종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수
"동별(1)",동별(2),동별(3),소계,단독주택,단독주택,단독주택,단독주택,아파트,연립주택,다세대주택,비거주용건물내주택
"동별(1)",동별(2),동별(3),소계,소계,일반단독주택,다가구주택,영업겸용주택,소계,소계,소계,소계
"서울시",양천구,신정7동,10861,58,13,32,13,10653,X,125,25
"서울시",양천구,목5동,12391,X,X,X,X,12390,X,X,X
"서울시",양천구,신정4동,10151,1289,49,937,303,1923,521,6296,122
"서울시",강서구,소계,195383,10260,1230,6882,2148,113767,4794,65426,1136
"서울시",강서구,염창동,13248,86,9,43,34,11882,216,1015,49
"서울시",강서구,등촌1동,6384,183,16,109,58,4633,143,1382,43
"서울시",강서구,등촌2동,7009,491,60,352,79,2717,472,3291,38
"서울시",강서구,등촌3동,13522,10,X,X,6,13287,X,211,14
"서울시",강서구,화곡본동,12605,730,120,456,154,1064,630,10103,78
"서울시",강서구,화곡2동,6093,661,54,488,119,338,96,4930,68
"서울시",강서구,화곡3동,6665,478,24,370,84,3463,108,2580,36
"서울시",강서구,화곡4동,7053,831,60,587,184,694,179,5270,79
"서울시",강서구,화곡6동,8085,560,44,391,125,3117,692,3641,75
"서울시",강서구,화곡8동,9035,652,71,448,133,734,329,7273,47
"서울시",강서구,가양1동,7921,84,14,42,28,6733,359,713,32
"서울시",강서구,가양2동,7085,X,X,X,X,7082,X,X,X
"서울시",강서구,가양3동,7454,X,X,X,X,7454,X,X,X
"서울시",강서구,발산1동,12284,242,8,184,50,9143,470,2389,40
"서울시",강서구,공항동,7888,1329,152,822,355,3044,133,3319,63
"서울시",강서구,방화1동,13673,916,112,628,176,10024,144,2499,90
"서울시",강서구,방화2동,7532,1218,338,737,143,3922,196,2086,110
"서울시",강서구,방화3동,9698,117,X,94,20,8921,90,556,14
"서울시",강서구,화곡1동,18754,1240,118,831,291,5986,213,11128,187
"서울시",강서구,우장산동,13395,431,27,296,108,9529,324,3040,71
"서울시",구로구,소계,133012,11474,1563,8163,1748,83459,7388,29852,839
"서울시",구로구,신도림동,11124,278,83,121,74,10552,106,137,51
"서울시",구로구,구로1동,6820,X,X,X,X,6700,X,112,7
"서울시",구로구,구로3동,7361,175,48,69,58,5481,126,1550,29
"서울시",구로구,구로4동,8483,717,81,490,146,6027,123,1536,80
"서울시",구로구,구로5동,8740,1018,71,790,157,6811,141,676,94
"서울시",구로구,고척1동,7405,530,139,334,57,5556,111,1159,49
