"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2012
"합계","성동구",성수1가2동,유기동물보호현황,기타,소계,...
"합계","성동구",성수1가2동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",성수1가2동,유기동물보호현황,기타,입양분양,...
"합계","성동구",성수1가2동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",성수1가2동,유기동물보호현황,기타,계류기증,...
"합계","성동구",성수2가1동,유기동물보호현황,소계,소계,...
"합계","성동구",성수2가1동,유기동물보호현황,개,소계,...
"합계","성동구",성수2가1동,유기동물보호현황,개,인도(주인),...
"합계","성동구",성수2가1동,유기동물보호현황,개,입양분양,...
"합계","성동구",성수2가1동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",성수2가1동,유기동물보호현황,개,계류기증,...
"합계","성동구",성수2가1동,유기동물보호현황,고양이,소계,...
"합계","성동구",성수2가1동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",성수2가1동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",성수2가1동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",성수2가1동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",성수2가1동,유기동물보호현황,기타,소계,...
"합계","성동구",성수2가1동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",성수2가1동,유기동물보호현황,기타,입양분양,...
"합계","성동구",성수2가1동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",성수2가1동,유기동물보호현황,기타,계류기증,...
"합계","성동구",성수2가3동,유기동물보호현황,소계,소계,...
"합계","성동구",성수2가3동,유기동물보호현황,개,소계,...
"합계","성동구",성수2가3동,유기동물보호현황,개,인도(주인),...
"합계","성동구",성수2가3동,유기동물보호현황,개,입양분양,...
"합계","성동구",성수2가3동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",성수2가3동,유기동물보호현황,개,계류기증,...
"합계","성동구",성수2가3동,유기동물보호현황,고양이,소계,...
"합계","성동구",성수2가3동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",성수2가3동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",성수2가3동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",성수2가3동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",성수2가3동,유기동물보호현황,기타,소계,...
"합계","성동구",성수2가3동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",성수2가3동,유기동물보호현황,기타,입양분양,...
"합계","성동구",성수2가3동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",성수2가3동,유기동물보호현황,기타,계류기증,...
"합계","성동구",송정동,유기동물보호현황,소계,소계,...
"합계","성동구",송정동,유기동물보호현황,개,소계,...
"합계","성동구",송정동,유기동물보호현황,개,인도(주인),...
"합계","성동구",송정동,유기동물보호현황,개,입양분양,...
"합계","성동구",송정동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",송정동,유기동물보호현황,개,계류기증,...
"합계","성동구",송정동,유기동물보호현황,고양이,소계,...
"합계","성동구",송정동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",송정동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",송정동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",송정동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",송정동,유기동물보호현황,기타,소계,...
"합계","성동구",송정동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",송정동,유기동물보호현황,기타,입양분양,...
"합계","성동구",송정동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",송정동,유기동물보호현황,기타,계류기증,...
"합계","성동구",용답동,유기동물보호현황,소계,소계,...
"합계","성동구",용답동,유기동물보호현황,개,소계,...
"합계","성동구",용답동,유기동물보호현황,개,인도(주인),...
"합계","성동구",용답동,유기동물보호현황,개,입양분양,...
"합계","성동구",용답동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",용답동,유기동물보호현황,개,계류기증,...
"합계","성동구",용답동,유기동물보호현황,고양이,소계,...
"합계","성동구",용답동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",용답동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",용답동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",용답동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",용답동,유기동물보호현황,기타,소계,...
"합계","성동구",용답동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",용답동,유기동물보호현황,기타,입양분양,...
"합계","성동구",용답동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",용답동,유기동물보호현황,기타,계류기증,...
"합계","성동구",왕십리도선동,유기동물보호현황,소계,소계,...
"합계","성동구",왕십리도선동,유기동물보호현황,개,소계,...
"합계","성동구",왕십리도선동,유기동물보호현황,개,인도(주인),...
"합계","성동구",왕십리도선동,유기동물보호현황,개,입양분양,...
"합계","성동구",왕십리도선동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",왕십리도선동,유기동물보호현황,개,계류기증,...
"합계","성동구",왕십리도선동,유기동물보호현황,고양이,소계,...
"합계","성동구",왕십리도선동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",왕십리도선동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",왕십리도선동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",왕십리도선동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",왕십리도선동,유기동물보호현황,기타,소계,...
"합계","성동구",왕십리도선동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",왕십리도선동,유기동물보호현황,기타,입양분양,...
"합계","성동구",왕십리도선동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",왕십리도선동,유기동물보호현황,기타,계류기증,...
"합계","성동구",금호2.3가동,유기동물보호현황,소계,소계,...
"합계","성동구",금호2.3가동,유기동물보호현황,개,소계,...
"합계","성동구",금호2.3가동,유기동물보호현황,개,인도(주인),...
"합계","성동구",금호2.3가동,유기동물보호현황,개,입양분양,...
"합계","성동구",금호2.3가동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",금호2.3가동,유기동물보호현황,개,계류기증,...
"합계","성동구",금호2.3가동,유기동물보호현황,고양이,소계,...
"합계","성동구",금호2.3가동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",금호2.3가동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",금호2.3가동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",금호2.3가동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",금호2.3가동,유기동물보호현황,기타,소계,...
"합계","성동구",금호2.3가동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",금호2.3가동,유기동물보호현황,기타,입양분양,...
"합계","성동구",금호2.3가동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",금호2.3가동,유기동물보호현황,기타,계류기증,...
"합계","성동구",옥수동,유기동물보호현황,소계,소계,...
"합계","성동구",옥수동,유기동물보호현황,개,소계,...
"합계","성동구",옥수동,유기동물보호현황,개,인도(주인),...
"합계","성동구",옥수동,유기동물보호현황,개,입양분양,...
"합계","성동구",옥수동,유기동물보호현황,개,폐사안락사,...
"합계","성동구",옥수동,유기동물보호현황,개,계류기증,...
"합계","성동구",옥수동,유기동물보호현황,고양이,소계,...
"합계","성동구",옥수동,유기동물보호현황,고양이,인도(주인),...
"합계","성동구",옥수동,유기동물보호현황,고양이,입양분양,...
"합계","성동구",옥수동,유기동물보호현황,고양이,폐사안락사,...
"합계","성동구",옥수동,유기동물보호현황,고양이,계류기증,...
"합계","성동구",옥수동,유기동물보호현황,기타,소계,...
"합계","성동구",옥수동,유기동물보호현황,기타,인도(주인),...
"합계","성동구",옥수동,유기동물보호현황,기타,입양분양,...
"합계","성동구",옥수동,유기동물보호현황,기타,폐사안락사,...
"합계","성동구",옥수동,유기동물보호현황,기타,계류기증,...
"합계","광진구",소계,유기동물보호현황,소계,소계,542
"합계","광진구",소계,유기동물보호현황,개,소계,307
"합계","광진구",소계,유기동물보호현황,개,인도(주인),77
"합계","광진구",소계,유기동물보호현황,개,입양분양,68
"합계","광진구",소계,유기동물보호현황,개,폐사안락사,138
"합계","광진구",소계,유기동물보호현황,개,계류기증,24
"합계","광진구",소계,유기동물보호현황,고양이,소계,225
"합계","광진구",소계,유기동물보호현황,고양이,인도(주인),2
"합계","광진구",소계,유기동물보호현황,고양이,입양분양,93
"합계","광진구",소계,유기동물보호현황,고양이,폐사안락사,125
"합계","광진구",소계,유기동물보호현황,고양이,계류기증,5
"합계","광진구",소계,유기동물보호현황,기타,소계,10
"합계","광진구",소계,유기동물보호현황,기타,입양분양,2
"합계","광진구",소계,유기동물보호현황,기타,폐사안락사,7
"합계","광진구",소계,유기동물보호현황,기타,계류기증,1
"합계","광진구",화양동,유기동물보호현황,소계,소계,35
"합계","광진구",화양동,유기동물보호현황,개,소계,24
"합계","광진구",화양동,유기동물보호현황,개,인도(주인),7
"합계","광진구",화양동,유기동물보호현황,개,입양분양,6
"합계","광진구",화양동,유기동물보호현황,개,폐사안락사,9
"합계","광진구",화양동,유기동물보호현황,개,계류기증,2
"합계","광진구",화양동,유기동물보호현황,고양이,소계,9
"합계","광진구",화양동,유기동물보호현황,고양이,입양분양,1
"합계","광진구",화양동,유기동물보호현황,고양이,폐사안락사,8
"합계","광진구",화양동,유기동물보호현황,기타,소계,2
"합계","광진구",화양동,유기동물보호현황,기타,입양분양,1
"합계","광진구",화양동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",군자동,유기동물보호현황,소계,소계,31
"합계","광진구",군자동,유기동물보호현황,개,소계,19
"합계","광진구",군자동,유기동물보호현황,개,인도(주인),3
"합계","광진구",군자동,유기동물보호현황,개,입양분양,5
"합계","광진구",군자동,유기동물보호현황,개,폐사안락사,10
"합계","광진구",군자동,유기동물보호현황,개,계류기증,1
"합계","광진구",군자동,유기동물보호현황,고양이,소계,12
"합계","광진구",군자동,유기동물보호현황,고양이,입양분양,3
"합계","광진구",군자동,유기동물보호현황,고양이,폐사안락사,9
"합계","광진구",중곡1동,유기동물보호현황,소계,소계,35
"합계","광진구",중곡1동,유기동물보호현황,개,소계,21
"합계","광진구",중곡1동,유기동물보호현황,개,인도(주인),3
"합계","광진구",중곡1동,유기동물보호현황,개,입양분양,7
"합계","광진구",중곡1동,유기동물보호현황,개,폐사안락사,10
"합계","광진구",중곡1동,유기동물보호현황,개,계류기증,1
"합계","광진구",중곡1동,유기동물보호현황,고양이,소계,14
"합계","광진구",중곡1동,유기동물보호현황,고양이,인도(주인),1
"합계","광진구",중곡1동,유기동물보호현황,고양이,입양분양,5
"합계","광진구",중곡1동,유기동물보호현황,고양이,폐사안락사,8
"합계","광진구",중곡2동,유기동물보호현황,소계,소계,43
"합계","광진구",중곡2동,유기동물보호현황,개,소계,26
"합계","광진구",중곡2동,유기동물보호현황,개,인도(주인),5
"합계","광진구",중곡2동,유기동물보호현황,개,입양분양,4
"합계","광진구",중곡2동,유기동물보호현황,개,폐사안락사,15
"합계","광진구",중곡2동,유기동물보호현황,개,계류기증,2
"합계","광진구",중곡2동,유기동물보호현황,고양이,소계,17
"합계","광진구",중곡2동,유기동물보호현황,고양이,입양분양,6
"합계","광진구",중곡2동,유기동물보호현황,고양이,폐사안락사,10
"합계","광진구",중곡2동,유기동물보호현황,고양이,계류기증,1
"합계","광진구",중곡3동,유기동물보호현황,소계,소계,38
"합계","광진구",중곡3동,유기동물보호현황,개,소계,22
"합계","광진구",중곡3동,유기동물보호현황,개,인도(주인),6
"합계","광진구",중곡3동,유기동물보호현황,개,입양분양,2
"합계","광진구",중곡3동,유기동물보호현황,개,폐사안락사,8
"합계","광진구",중곡3동,유기동물보호현황,개,계류기증,6
"합계","광진구",중곡3동,유기동물보호현황,고양이,소계,15
"합계","광진구",중곡3동,유기동물보호현황,고양이,입양분양,3
"합계","광진구",중곡3동,유기동물보호현황,고양이,폐사안락사,12
"합계","광진구",중곡3동,유기동물보호현황,기타,소계,1
"합계","광진구",중곡3동,유기동물보호현황,기타,계류기증,1
"합계","광진구",중곡4동,유기동물보호현황,소계,소계,29
"합계","광진구",중곡4동,유기동물보호현황,개,소계,12
"합계","광진구",중곡4동,유기동물보호현황,개,인도(주인),1
"합계","광진구",중곡4동,유기동물보호현황,개,입양분양,4
"합계","광진구",중곡4동,유기동물보호현황,개,폐사안락사,7
"합계","광진구",중곡4동,유기동물보호현황,고양이,소계,16
"합계","광진구",중곡4동,유기동물보호현황,고양이,입양분양,9
"합계","광진구",중곡4동,유기동물보호현황,고양이,폐사안락사,7
"합계","광진구",중곡4동,유기동물보호현황,기타,소계,1
"합계","광진구",중곡4동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",능동,유기동물보호현황,소계,소계,37
"합계","광진구",능동,유기동물보호현황,개,소계,17
"합계","광진구",능동,유기동물보호현황,개,인도(주인),3
"합계","광진구",능동,유기동물보호현황,개,입양분양,6
"합계","광진구",능동,유기동물보호현황,개,폐사안락사,5
"합계","광진구",능동,유기동물보호현황,개,계류기증,3
"합계","광진구",능동,유기동물보호현황,고양이,소계,20
"합계","광진구",능동,유기동물보호현황,고양이,입양분양,10
"합계","광진구",능동,유기동물보호현황,고양이,폐사안락사,9
"합계","광진구",능동,유기동물보호현황,고양이,계류기증,1
"합계","광진구",구의1동,유기동물보호현황,소계,소계,25
"합계","광진구",구의1동,유기동물보호현황,개,소계,16
"합계","광진구",구의1동,유기동물보호현황,개,인도(주인),5
"합계","광진구",구의1동,유기동물보호현황,개,입양분양,2
"합계","광진구",구의1동,유기동물보호현황,개,폐사안락사,7
"합계","광진구",구의1동,유기동물보호현황,개,계류기증,2
"합계","광진구",구의1동,유기동물보호현황,고양이,소계,9
"합계","광진구",구의1동,유기동물보호현황,고양이,인도(주인),1
"합계","광진구",구의1동,유기동물보호현황,고양이,입양분양,4
"합계","광진구",구의1동,유기동물보호현황,고양이,폐사안락사,4
"합계","광진구",구의2동,유기동물보호현황,소계,소계,37
"합계","광진구",구의2동,유기동물보호현황,개,소계,23
"합계","광진구",구의2동,유기동물보호현황,개,인도(주인),9
"합계","광진구",구의2동,유기동물보호현황,개,입양분양,5
"합계","광진구",구의2동,유기동물보호현황,개,폐사안락사,9
"합계","광진구",구의2동,유기동물보호현황,고양이,소계,13
"합계","광진구",구의2동,유기동물보호현황,고양이,입양분양,2
"합계","광진구",구의2동,유기동물보호현황,고양이,폐사안락사,10
"합계","광진구",구의2동,유기동물보호현황,고양이,계류기증,1
"합계","광진구",구의2동,유기동물보호현황,기타,소계,1
"합계","광진구",구의2동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",구의3동,유기동물보호현황,소계,소계,29
"합계","광진구",구의3동,유기동물보호현황,개,소계,17
"합계","광진구",구의3동,유기동물보호현황,개,인도(주인),5
"합계","광진구",구의3동,유기동물보호현황,개,입양분양,3
"합계","광진구",구의3동,유기동물보호현황,개,폐사안락사,8
"합계","광진구",구의3동,유기동물보호현황,개,계류기증,1
"합계","광진구",구의3동,유기동물보호현황,고양이,소계,11
"합계","광진구",구의3동,유기동물보호현황,고양이,입양분양,4
"합계","광진구",구의3동,유기동물보호현황,고양이,폐사안락사,6
"합계","광진구",구의3동,유기동물보호현황,고양이,계류기증,1
"합계","광진구",구의3동,유기동물보호현황,기타,소계,1
"합계","광진구",구의3동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",광장동,유기동물보호현황,소계,소계,29
"합계","광진구",광장동,유기동물보호현황,개,소계,20
"합계","광진구",광장동,유기동물보호현황,개,인도(주인),7
"합계","광진구",광장동,유기동물보호현황,개,입양분양,4
"합계","광진구",광장동,유기동물보호현황,개,폐사안락사,9
"합계","광진구",광장동,유기동물보호현황,고양이,소계,9
"합계","광진구",광장동,유기동물보호현황,고양이,입양분양,1
"합계","광진구",광장동,유기동물보호현황,고양이,폐사안락사,8
"합계","광진구",자양1동,유기동물보호현황,소계,소계,44
"합계","광진구",자양1동,유기동물보호현황,개,소계,24
"합계","광진구",자양1동,유기동물보호현황,개,인도(주인),4
"합계","광진구",자양1동,유기동물보호현황,개,입양분양,7
"합계","광진구",자양1동,유기동물보호현황,개,폐사안락사,11
"합계","광진구",자양1동,유기동물보호현황,개,계류기증,2
"합계","광진구",자양1동,유기동물보호현황,고양이,소계,19
"합계","광진구",자양1동,유기동물보호현황,고양이,입양분양,12
"합계","광진구",자양1동,유기동물보호현황,고양이,폐사안락사,7
"합계","광진구",자양1동,유기동물보호현황,기타,소계,1
"합계","광진구",자양1동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",자양2동,유기동물보호현황,소계,소계,40
"합계","광진구",자양2동,유기동물보호현황,개,소계,18
"합계","광진구",자양2동,유기동물보호현황,개,인도(주인),4
"합계","광진구",자양2동,유기동물보호현황,개,입양분양,6
"합계","광진구",자양2동,유기동물보호현황,개,폐사안락사,7
"합계","광진구",자양2동,유기동물보호현황,개,계류기증,1
"합계","광진구",자양2동,유기동물보호현황,고양이,소계,21
"합계","광진구",자양2동,유기동물보호현황,고양이,입양분양,10
"합계","광진구",자양2동,유기동물보호현황,고양이,폐사안락사,11
"합계","광진구",자양2동,유기동물보호현황,기타,소계,1
"합계","광진구",자양2동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",자양3동,유기동물보호현황,소계,소계,44
"합계","광진구",자양3동,유기동물보호현황,개,소계,26
"합계","광진구",자양3동,유기동물보호현황,개,인도(주인),6
"합계","광진구",자양3동,유기동물보호현황,개,입양분양,4
"합계","광진구",자양3동,유기동물보호현황,개,폐사안락사,13
"합계","광진구",자양3동,유기동물보호현황,개,계류기증,3
"합계","광진구",자양3동,유기동물보호현황,고양이,소계,16
"합계","광진구",자양3동,유기동물보호현황,고양이,입양분양,6
"합계","광진구",자양3동,유기동물보호현황,고양이,폐사안락사,9
"합계","광진구",자양3동,유기동물보호현황,고양이,계류기증,1
"합계","광진구",자양3동,유기동물보호현황,기타,소계,2
"합계","광진구",자양3동,유기동물보호현황,기타,입양분양,1
"합계","광진구",자양3동,유기동물보호현황,기타,폐사안락사,1
"합계","광진구",자양4동,유기동물보호현황,소계,소계,46
"합계","광진구",자양4동,유기동물보호현황,개,소계,22
"합계","광진구",자양4동,유기동물보호현황,개,인도(주인),9
"합계","광진구",자양4동,유기동물보호현황,개,입양분양,3
"합계","광진구",자양4동,유기동물보호현황,개,폐사안락사,10
"합계","광진구",자양4동,유기동물보호현황,고양이,소계,24
"합계","광진구",자양4동,유기동물보호현황,고양이,입양분양,17
"합계","광진구",자양4동,유기동물보호현황,고양이,폐사안락사,7
"합계","동대문구",소계,유기동물보호현황,소계,소계,818
"합계","동대문구",소계,유기동물보호현황,개,소계,341
"합계","동대문구",소계,유기동물보호현황,개,인도(주인),56
"합계","동대문구",소계,유기동물보호현황,개,입양분양,76
"합계","동대문구",소계,유기동물보호현황,개,폐사안락사,205
"합계","동대문구",소계,유기동물보호현황,개,계류기증,4
"합계","동대문구",소계,유기동물보호현황,고양이,소계,452
"합계","동대문구",소계,유기동물보호현황,고양이,인도(주인),3
"합계","동대문구",소계,유기동물보호현황,고양이,입양분양,75
"합계","동대문구",소계,유기동물보호현황,고양이,폐사안락사,368
"합계","동대문구",소계,유기동물보호현황,고양이,계류기증,6
"합계","동대문구",소계,유기동물보호현황,기타,소계,25
"합계","동대문구",소계,유기동물보호현황,기타,입양분양,9
"합계","동대문구",소계,유기동물보호현황,기타,폐사안락사,16
"합계","동대문구",회기동,유기동물보호현황,소계,소계,48
"합계","동대문구",회기동,유기동물보호현황,개,소계,18
"합계","동대문구",회기동,유기동물보호현황,개,인도(주인),2
"합계","동대문구",회기동,유기동물보호현황,개,입양분양,6
"합계","동대문구",회기동,유기동물보호현황,개,폐사안락사,10
"합계","동대문구",회기동,유기동물보호현황,고양이,소계,27
"합계","동대문구",회기동,유기동물보호현황,고양이,입양분양,7
"합계","동대문구",회기동,유기동물보호현황,고양이,폐사안락사,20
"합계","동대문구",회기동,유기동물보호현황,기타,소계,3
"합계","동대문구",회기동,유기동물보호현황,기타,입양분양,3
"합계","동대문구",휘경1동,유기동물보호현황,소계,소계,61
"합계","동대문구",휘경1동,유기동물보호현황,개,소계,20
"합계","동대문구",휘경1동,유기동물보호현황,개,인도(주인),1
"합계","동대문구",휘경1동,유기동물보호현황,개,입양분양,4
"합계","동대문구",휘경1동,유기동물보호현황,개,폐사안락사,15
"합계","동대문구",휘경1동,유기동물보호현황,고양이,소계,30
"합계","동대문구",휘경1동,유기동물보호현황,고양이,입양분양,3
"합계","동대문구",휘경1동,유기동물보호현황,고양이,폐사안락사,26
"합계","동대문구",휘경1동,유기동물보호현황,고양이,계류기증,1
"합계","동대문구",휘경1동,유기동물보호현황,기타,소계,11
"합계","동대문구",휘경1동,유기동물보호현황,기타,폐사안락사,11
"합계","동대문구",휘경2동,유기동물보호현황,소계,소계,52
"합계","동대문구",휘경2동,유기동물보호현황,개,소계,22
"합계","동대문구",휘경2동,유기동물보호현황,개,인도(주인),3
"합계","동대문구",휘경2동,유기동물보호현황,개,입양분양,2
"합계","동대문구",휘경2동,유기동물보호현황,개,폐사안락사,17
"합계","동대문구",휘경2동,유기동물보호현황,고양이,소계,30
"합계","동대문구",휘경2동,유기동물보호현황,고양이,입양분양,2
"합계","동대문구",휘경2동,유기동물보호현황,고양이,폐사안락사,28
"합계","동대문구",청량리동,유기동물보호현황,소계,소계,51
"합계","동대문구",청량리동,유기동물보호현황,개,소계,18
"합계","동대문구",청량리동,유기동물보호현황,개,인도(주인),2
"합계","동대문구",청량리동,유기동물보호현황,개,입양분양,3
"합계","동대문구",청량리동,유기동물보호현황,개,폐사안락사,13
"합계","동대문구",청량리동,유기동물보호현황,고양이,소계,33
"합계","동대문구",청량리동,유기동물보호현황,고양이,입양분양,6
"합계","동대문구",청량리동,유기동물보호현황,고양이,폐사안락사,26
"합계","동대문구",청량리동,유기동물보호현황,고양이,계류기증,1
"합계","동대문구",용신동,유기동물보호현황,소계,소계,64
"합계","동대문구",용신동,유기동물보호현황,개,소계,26
"합계","동대문구",용신동,유기동물보호현황,개,인도(주인),2
"합계","동대문구",용신동,유기동물보호현황,개,입양분양,11
"합계","동대문구",용신동,유기동물보호현황,개,폐사안락사,12
"합계","동대문구",용신동,유기동물보호현황,개,계류기증,1
"합계","동대문구",용신동,유기동물보호현황,고양이,소계,34
"합계","동대문구",용신동,유기동물보호현황,고양이,인도(주인),1
"합계","동대문구",용신동,유기동물보호현황,고양이,입양분양,8
"합계","동대문구",용신동,유기동물보호현황,고양이,폐사안락사,24
"합계","동대문구",용신동,유기동물보호현황,고양이,계류기증,1
"합계","동대문구",용신동,유기동물보호현황,기타,소계,4
"합계","동대문구",용신동,유기동물보호현황,기타,입양분양,2
"합계","동대문구",용신동,유기동물보호현황,기타,폐사안락사,2
"합계","동대문구",제기동,유기동물보호현황,소계,소계,59
"합계","동대문구",제기동,유기동물보호현황,개,소계,23
"합계","동대문구",제기동,유기동물보호현황,개,인도(주인),2
"합계","동대문구",제기동,유기동물보호현황,개,입양분양,8
"합계","동대문구",제기동,유기동물보호현황,개,폐사안락사,13
"합계","동대문구",제기동,유기동물보호현황,고양이,소계,33
"합계","동대문구",제기동,유기동물보호현황,고양이,인도(주인),1
"합계","동대문구",제기동,유기동물보호현황,고양이,입양분양,5
"합계","동대문구",제기동,유기동물보호현황,고양이,폐사안락사,27
"합계","동대문구",제기동,유기동물보호현황,기타,소계,3
"합계","동대문구",제기동,유기동물보호현황,기타,입양분양,1
"합계","동대문구",제기동,유기동물보호현황,기타,폐사안락사,2
"합계","동대문구",전농1동,유기동물보호현황,소계,소계,63
"합계","동대문구",전농1동,유기동물보호현황,개,소계,32
"합계","동대문구",전농1동,유기동물보호현황,개,인도(주인),7
"합계","동대문구",전농1동,유기동물보호현황,개,입양분양,8
"합계","동대문구",전농1동,유기동물보호현황,개,폐사안락사,16
"합계","동대문구",전농1동,유기동물보호현황,개,계류기증,1
"합계","동대문구",전농1동,유기동물보호현황,고양이,소계,30
"합계","동대문구",전농1동,유기동물보호현황,고양이,입양분양,4
"합계","동대문구",전농1동,유기동물보호현황,고양이,폐사안락사,26
"합계","동대문구",전농1동,유기동물보호현황,기타,소계,1
"합계","동대문구",전농1동,유기동물보호현황,기타,폐사안락사,1
"합계","동대문구",전농2동,유기동물보호현황,소계,소계,64
"합계","동대문구",전농2동,유기동물보호현황,개,소계,31
"합계","동대문구",전농2동,유기동물보호현황,개,인도(주인),10
"합계","동대문구",전농2동,유기동물보호현황,개,입양분양,6
"합계","동대문구",전농2동,유기동물보호현황,개,폐사안락사,15
"합계","동대문구",전농2동,유기동물보호현황,고양이,소계,33
"합계","동대문구",전농2동,유기동물보호현황,고양이,입양분양,3
"합계","동대문구",전농2동,유기동물보호현황,고양이,폐사안락사,29
"합계","동대문구",전농2동,유기동물보호현황,고양이,계류기증,1
"합계","동대문구",답십리1동,유기동물보호현황,소계,소계,53
"합계","동대문구",답십리1동,유기동물보호현황,개,소계,22
"합계","동대문구",답십리1동,유기동물보호현황,개,인도(주인),5
"합계","동대문구",답십리1동,유기동물보호현황,개,입양분양,4
"합계","동대문구",답십리1동,유기동물보호현황,개,폐사안락사,13
"합계","동대문구",답십리1동,유기동물보호현황,고양이,소계,30
"합계","동대문구",답십리1동,유기동물보호현황,고양이,입양분양,5
"합계","동대문구",답십리1동,유기동물보호현황,고양이,폐사안락사,25
"합계","동대문구",답십리1동,유기동물보호현황,기타,소계,1
"합계","동대문구",답십리1동,유기동물보호현황,기타,입양분양,1
"합계","동대문구",답십리2동,유기동물보호현황,소계,소계,47
"합계","동대문구",답십리2동,유기동물보호현황,개,소계,18
"합계","동대문구",답십리2동,유기동물보호현황,개,인도(주인),3
"합계","동대문구",답십리2동,유기동물보호현황,개,입양분양,3
"합계","동대문구",답십리2동,유기동물보호현황,개,폐사안락사,12
"합계","동대문구",답십리2동,유기동물보호현황,고양이,소계,29
"합계","동대문구",답십리2동,유기동물보호현황,고양이,입양분양,3
"합계","동대문구",답십리2동,유기동물보호현황,고양이,폐사안락사,26
"합계","동대문구",장안1동,유기동물보호현황,소계,소계,71
"합계","동대문구",장안1동,유기동물보호현황,개,소계,32
"합계","동대문구",장안1동,유기동물보호현황,개,인도(주인),6
"합계","동대문구",장안1동,유기동물보호현황,개,입양분양,7
"합계","동대문구",장안1동,유기동물보호현황,개,폐사안락사,18
"합계","동대문구",장안1동,유기동물보호현황,개,계류기증,1
"합계","동대문구",장안1동,유기동물보호현황,고양이,소계,39
"합계","동대문구",장안1동,유기동물보호현황,고양이,입양분양,10
"합계","동대문구",장안1동,유기동물보호현황,고양이,폐사안락사,28
"합계","동대문구",장안1동,유기동물보호현황,고양이,계류기증,1
"합계","동대문구",장안2동,유기동물보호현황,소계,소계,66
"합계","동대문구",장안2동,유기동물보호현황,개,소계,28
"합계","동대문구",장안2동,유기동물보호현황,개,인도(주인),4
"합계","동대문구",장안2동,유기동물보호현황,개,입양분양,7
"합계","동대문구",장안2동,유기동물보호현황,개,폐사안락사,17
"합계","동대문구",장안2동,유기동물보호현황,고양이,소계,38
"합계","동대문구",장안2동,유기동물보호현황,고양이,입양분양,9
"합계","동대문구",장안2동,유기동물보호현황,고양이,폐사안락사,29
"합계","동대문구",이문1동,유기동물보호현황,소계,소계,60
"합계","동대문구",이문1동,유기동물보호현황,개,소계,25
"합계","동대문구",이문1동,유기동물보호현황,개,인도(주인),4
"합계","동대문구",이문1동,유기동물보호현황,개,입양분양,4
"합계","동대문구",이문1동,유기동물보호현황,개,폐사안락사,16
"합계","동대문구",이문1동,유기동물보호현황,개,계류기증,1
"합계","동대문구",이문1동,유기동물보호현황,고양이,소계,34
"합계","동대문구",이문1동,유기동물보호현황,고양이,입양분양,5
"합계","동대문구",이문1동,유기동물보호현황,고양이,폐사안락사,28
