위도,경도,infraNum
37.52384509,126.8421981,0.9979008942
37.52609835,126.8421783,0.8592473733
37.50583471,126.8451847,0.08118544419
37.50808798,126.845165,0.259053814
37.51034124,126.8451453,0.4238077174
37.51259451,126.8451256,0.5581461529
37.51484777,126.8451059,0.6353156121
37.51710103,126.8450862,0.7766575749
37.51935429,126.8450665,0.9027800365
37.52160756,126.8450469,0.906751666
37.52386082,126.8450272,0.7913217131
37.52611408,126.8450075,0.7178821737
37.52836733,126.8449878,0.5586158349
37.50810362,126.8479935,0.195308487
37.51035689,126.8479739,0.287310978
37.51261016,126.8479543,0.4603941604
37.51486342,126.8479347,0.6609626149
37.51711668,126.8479151,0.8603027928
37.51936995,126.8478955,0.9473922542
37.52162321,126.8478759,0.7661924295
37.52387647,126.8478562,0.7807977361
37.52612973,126.8478366,0.8385515723
37.52838299,126.847817,0.7146183365
37.51037247,126.8508025,0.5156448649
37.51262574,126.850783,0.5816788264
37.514879,126.8507634,0.6491841097
37.51713227,126.8507439,0.7469454189
37.51938553,126.8507244,0.826369918
37.5216388,126.8507049,0.9786927157
37.52389206,126.8506853,0.8839980929
37.52614532,126.8506658,0.9278557585
37.52839858,126.8506463,0.7511332446
37.51038798,126.8536311,0.703579827
37.51264125,126.8536116,0.8294835223
37.51489452,126.8535922,0.7847201875
37.51714779,126.8535727,0.9575038376
37.51940105,126.8535533,0.872942117
37.52165432,126.8535339,0.930097047
37.52390758,126.8535144,0.9083348885
37.52616084,126.853495,0.908520374
37.52841411,126.8534755,0.7078835741
37.50815016,126.856479,0.5480291562
37.51040343,126.8564596,0.7437303764
37.5126567,126.8564403,0.913932676
37.51490997,126.8564209,0.8408506917
37.51716323,126.8564016,0.8521193651
37.5194165,126.8563822,0.9361271311
37.52166977,126.8563629,0.9773619206
37.52392303,126.8563435,0.8058063224
37.5261763,126.8563242,0.7979353481
37.52842956,126.8563048,0.7854885612
37.50591226,126.8593267,0.4548592156
37.50816553,126.8593075,0.4927953484
37.5104188,126.8592882,0.5911348529
37.51267208,126.859269,0.7573613381
37.51492535,126.8592497,0.9438497894
37.51717862,126.8592304,0.8487028645
37.51943188,126.8592112,0.8747116755
37.52168515,126.8591919,0.882941152
37.52393842,126.8591726,0.8879717909
37.52619168,126.8591533,0.9533137412
37.52844495,126.8591341,0.9667262702
37.50592757,126.8621552,0.6765592782
37.50818084,126.862136,0.7451276606
37.51043411,126.8621168,0.6782124306
37.51268739,126.8620976,0.7748632194
37.51494066,126.8620785,0.9703619577
37.51719393,126.8620593,0.8850152949
37.5194472,126.8620401,0.8097580782
37.52170047,126.8620209,0.8610286441
37.52395373,126.8620017,0.8117568783
37.526207,126.8619825,0.945289153
37.52846027,126.8619633,0.8937331781
37.53071353,126.8619441,0.8039334121
37.54197985,126.8618481,0.8154579773
37.54423311,126.8618289,0.9526459282
37.54648637,126.8618097,0.8663959724
37.54873962,126.8617905,0.8080783791
37.50594281,126.8649836,0.8059826028
37.50819608,126.8649645,0.9972753072
37.51044936,126.8649454,0.8102874407
37.51270263,126.8649263,0.6806016113
37.5149559,126.8649072,0.8105385402
37.51720917,126.8648881,0.9755794356
37.51946244,126.864869,0.8251573717
37.52171571,126.8648499,0.7589874897
37.52396898,126.8648308,0.93671313
37.52622225,126.8648117,0.9009605301
37.52847552,126.8647926,0.9180754823
37.53072879,126.8647735,0.9641551948
37.53298205,126.8647544,0.9548085321
37.53523532,126.8647353,0.9234553284
37.53748858,126.8647162,0.8174902024
37.53974184,126.864697,0.9391832288
37.54199511,126.8646779,0.8277077587
37.54424837,126.8646588,0.8114489573
37.54650163,126.8646397,0.8179197949
37.54875489,126.8646205,0.9588229756
37.55100815,126.8646014,0.9202965068
37.50595798,126.867812,0.6943482472
37.50821125,126.867793,0.8199078657
37.51046453,126.867774,0.8864720853
37.51271781,126.867755,0.7353843744
37.51497108,126.867736,0.7531987879
37.51722435,126.867717,0.8100803467
37.51947762,126.867698,0.8406138852
37.5217309,126.8676789,1
37.52398417,126.8676599,0.8580312196
37.52623744,126.8676409,0.9022255791
37.5284907,126.8676219,0.7534984107
37.53074397,126.8676029,0.8067411197
37.53299724,126.8675838,0.9274756449
37.5352505,126.8675648,0.9183986626
37.53750377,126.8675458,0.9392869711
37.53975703,126.8675267,0.8739647153
37.5420103,126.8675077,0.8989497885
37.54426356,126.8674887,0.7437045552
37.54651682,126.8674696,0.8684563498
37.54877008,126.8674506,0.9704712209
37.55102334,126.8674315,0.8637780405
37.5037198,126.8706593,0.4371943856
37.50597308,126.8706404,0.6290062626
37.50822636,126.8706215,0.8025266033
37.51047964,126.8706026,0.8621317595
37.51273291,126.8705837,0.7241757547
37.51498619,126.8705647,0.9001888905
37.51723946,126.8705458,0.917354429
37.51949274,126.8705269,0.9623139762
37.52174601,126.870508,0.8542728487
37.52399928,126.870489,0.8923168611
37.52625255,126.8704701,0.9850681448
37.52850582,126.8704512,0.7852313322
37.53075909,126.8704322,0.770758318
37.53301236,126.8704133,0.9256913936
37.53526562,126.8703943,0.8355088046
37.53751889,126.8703754,0.8744471862
37.53977216,126.8703564,0.8922710679
37.54202542,126.8703375,0.8518669252
37.54427868,126.8703185,0.9611758532
37.54653195,126.8702996,0.9087904427
37.54878521,126.8702806,0.8128597594
37.50373484,126.8734877,0.3295086383
37.50598812,126.8734689,0.4809888938
37.5082414,126.87345,0.58870032
37.51049468,126.8734312,0.6149801121
37.51274795,126.8734123,0.6040451396
37.51500123,126.8733935,0.7725682306
37.5172545,126.8733747,0.8717776531
37.51950778,126.8733558,0.9128857374
37.52176105,126.873337,0.9276892809
37.52401433,126.8733181,0.901816281
37.5262676,126.8732993,0.9032248007
37.52852087,126.8732804,0.8543941451
37.53077414,126.8732616,0.9636166497
37.53302741,126.8732427,0.9100156349
37.53528068,126.8732239,0.9058220881
37.53753394,126.873205,0.91795856
37.53978721,126.8731861,0.7979334888
37.54204048,126.8731673,0.7339497038
37.54429374,126.8731484,0.8078976352
37.54654701,126.8731295,0.8580776652
37.50825637,126.8762785,0.3471896262
37.51050965,126.8762598,0.3637986737
37.51276292,126.876241,0.4504078263
37.5150162,126.8762223,0.6302411209
37.51726948,126.8762035,0.7791160113
37.51952275,126.8761848,0.8018080986
37.52177603,126.876166,0.9074853524
37.5240293,126.8761472,0.9614281965
37.52628258,126.8761285,0.8439907462
37.52853585,126.8761097,0.9653104909
37.53078912,126.8760909,0.8630501542
37.53304239,126.8760722,0.7244562212
37.53529566,126.8760534,0.8250602391
37.53754893,126.8760346,0.7770645033
37.5398022,126.8760158,0.6169013121
37.54205546,126.8759971,0.591923258
37.54430873,126.8759783,0.7901105104
37.546562,126.8759595,0.9574172319
37.51277783,126.8790697,0.3184795986
37.51503111,126.8790511,0.4566608103
37.51728439,126.8790324,0.5462889065
37.51953766,126.8790137,0.6449935938
37.52179094,126.878995,0.7764293185
37.52404421,126.8789764,0.7715957126
37.52629749,126.8789577,0.687960118
37.52855076,126.878939,0.7505972627
37.53080403,126.8789203,0.7176115611
37.53305731,126.8789016,0.7819043311
37.53531058,126.8788829,0.9810676004
37.53756385,126.8788642,0.8910652074
37.53981712,126.8788456,0.7151041276
37.54207038,126.8788269,0.519467746
37.54432365,126.8788082,0.6383718796
37.54657692,126.8787895,0.7061739965
37.54883018,126.8787708,0.6529993736
37.52631233,126.8817869,0.4556119861
37.52856561,126.8817683,0.5010659096
37.53081888,126.8817497,0.5060943279
37.53307215,126.8817311,0.6612209542
37.53532543,126.8817125,0.8043500733
37.5375787,126.8816939,0.8261674833
37.53983197,126.8816753,0.6840017055
37.54208524,126.8816567,0.5025705518
37.5443385,126.881638,0.4138459531
37.54659177,126.8816194,0.45382614
37.54884504,126.8816008,0.4233593298
37.52632711,126.8846161,0.2294305057
37.52858038,126.8845976,0.2496316281
37.53083366,126.8845791,0.4228241434
37.53308693,126.8845605,0.6234080991
37.53534021,126.884542,0.8230461948
37.53759348,126.8845235,0.9736904338
37.53984675,126.884505,0.7890306754
37.54210002,126.8844865,0.5890823258
37.54435329,126.8844679,0.3884392513
37.54660656,126.8844494,0.2013983747
37.52859509,126.8874269,0.1914663283
37.53084837,126.8874084,0.3826594009
37.53310164,126.88739,0.5650849379
37.53535492,126.8873716,0.7215773594
37.53760819,126.8873531,0.7878973491
37.53986147,126.8873347,0.699444128
37.53086301,126.8902378,0.2551118734
37.53311629,126.8902195,0.3984519467
37.53536956,126.8902011,0.5011012053
